keywords,tokens
kelp habitats,['habitat' 'kelp']
kenai river watershed,['kenai' 'river' 'watersh']
kenyan irrigation development,['develop' 'irrig']
kenyan vulnerability,['vulner']
kerman province,['kerman']
kernel density estimations,['estim' 'kernel']
kerr dam,['dam' 'kerr']
key barriers,['barrier' 'key']
key biodiversity areas,['area' 'biodivers' 'key']
key coastal managers,['coastal' 'key' 'manag']
key economic actors,['actor' 'key']
key factors,['factor' 'key']
key features,['featur' 'key']
key informant review,['inform' 'key' 'review']
key informants,['inform' 'key']
key natural resources,['key' 'resourc']
key nodes,['key' 'node']
key parameters,['key' 'paramet']
key policy characteristics,['key' 'polici']
key sectors,['key' 'sector']
key stakeholders,['key' 'stakehold']
key success factors,['factor' 'key' 'success']
keywords: adaptation action,['action' 'adapt' 'keywords:']
keywords: adaptive capacity,['adapt' 'capac' 'keywords:']
keywords: agroforestry systems,['agroforestri' 'keywords:' 'system']
keywords: biological and environmental research,['biolog' 'environment' 'keywords:' 'research']
keywords: cereal production,['cereal' 'keywords:' 'product']
keywords: citizen infrastructure,['citizen' 'infrastructur' 'keywords:']
keywords: climate adaptation,['adapt' 'climat' 'keywords:']
keywords: climate change,['climat' 'keywords:']
keywords: climate change adaptation,['adapt' 'climat' 'keywords:']
keywords: climate model,['climat' 'keywords:' 'model']
keywords: climate models,['climat' 'keywords:' 'model']
keywords: climate scenarios,['climat' 'keywords:' 'scenario']
keywords: climate variability,['climat' 'keywords:' 'variabl']
keywords: climatic extremes,['climat' 'extrem' 'keywords:']
keywords: crop modelling,['crop' 'keywords:' 'model']
keywords: drought risk,['drought' 'keywords:' 'risk']
keywords: european crop production,['crop' 'keywords:' 'product']
keywords: fine particulate matter pm25,['fine' 'keywords:' 'matter']
keywords: floodplains,['floodplain' 'keywords:']
keywords: forestry management,['keywords:' 'manag']
keywords: global change assessment model,['assess' 'global' 'keywords:' 'model']
keywords: global economic modelling,['global' 'keywords:' 'model']
keywords: global warming,['global' 'keywords:' 'warm']
keywords: groundwater transfers,['keywords:' 'transfer']
keywords: health and climate change,['climat' 'health' 'keywords:']
keywords: human water systems,['human' 'keywords:' 'system' 'water']
keywords: india,['keywords:']
keywords: inland flooding,['flood' 'inland' 'keywords:']
keywords: land use changes,['keywords:' 'land' 'use']
keywords: land use dynamics,['keywords:' 'land' 'use']
keywords: local scale coastal governance,['coastal' 'govern' 'keywords:' 'local' 'scale']
keywords: low carbon,['carbon' 'keywords:' 'low']
keywords: low carbon transitions,['carbon' 'keywords:' 'low' 'transit']
keywords: machine learning,['keywords:' 'learn' 'machin']
keywords: power system operational models,['keywords:' 'model' 'oper' 'power']
keywords: quality,['keywords:']
keywords: regional adaptive capacity,['adapt' 'capac' 'keywords:' 'region']
keywords: resilience,['keywords:' 'resili']
keywords: semi arid areas,['area' 'arid' 'keywords:' 'semi']
keywords: shared socioeconomic pathways ssps,['keywords:' 'pathway' 'share' 'socioeconom' 'ssps']
keywords: shipping,['keywords:' 'ship']
keywords: sub saharan africa,['keywords:' 'saharan' 'sub']
keywords: urban drainage networks,['drainag' 'keywords:' 'network' 'urban']
keywords: us global change research program,['global' 'keywords:' 'program' 'research']
keywords: water food energy environment nexus,['environ' 'food' 'keywords:' 'nexus' 'water']
kharif crops,['crop']
khorezm,['khorezm']
khorezm region,['khorezm' 'region']
khorezm region of uzbekistan,['khorezm' 'region']
khyber pakhtunkhwa,['pakhtunkhwa']
kilombero catchment,['catchment']
knowledge acquisition,['acquisit']
knowledge and practice,['practic']
knowledge base,['base']
knowledge based reduction,['base' 'reduct']
knowledge bases,['base']
knowledge broker,['broker']
knowledge brokers,['broker']
knowledge co creation,['creation']
knowledge co production,['product']
knowledge co production process,['process' 'product']
knowledge costs benefits,['benefit' 'cost']
knowledge deficits,['deficit']
knowledge empowerment,['empower']
knowledge for climate,['climat']
knowledge gap,['gap']
knowledge gaps,['gap']
knowledge governance,['govern']
knowledge integration,['integr']
knowledge management,['manag']
knowledge producers,['produc']
knowledge production,['product']
knowledge quality assessment,['assess']
knowledge resources,['resourc']
knowledge sharing,['share']
knowledge sources,['sourc']
knowledge synthesis,['synthesi']
knowledge to action,['action']
knowledge transfer,['transfer']
knowledge users,['user']
koppen classification,['koppen']
koppen trewartha climate classification,['climat' 'koppen']
koshi river basin,['basin' 'river']
kribi campo,['campo']
kullu district,['district']
kw h tests,['test']
kwazulu natal,['kwazulu' 'natal']
kwazulu natal province,['kwazulu' 'natal']
kyoto city,['citi' 'kyoto']
kyoto protocol,['kyoto' 'protocol']
l moment frequency analysis,['moment']
labor and capital productivity,['product']
labor availability,['avail']
labor costs,['cost']
labor supply,['suppli']
lack of information,['inform' 'lack']
lack of knowledge,['lack']
lagoon,['lagoon']
laissez faire,['fair' 'laissez']
lake,['lake']
lake chasic,['chasic' 'lake']
lake faguibine,['lake']
lake levels,['lake' 'level']
lake malawi shire river system,['lake' 'river' 'shire']
lake mead,['lake' 'mead']
lake simcoe watershed,['lake' 'simco' 'watersh']
lake surface temperature,['lake']
lake tana basin,['basin' 'lake']
lake tana basin ethiopia,['basin' 'lake']
lake turkana,['lake']
lakes,['lake']
lakes entrance,['entranc' 'lake']
land,['land']
land abandonment,['abandon' 'land']
land access,['access' 'land']
land allocation,['alloc' 'land']
land and cropping practices,['crop' 'land' 'practic']
land and water,['land' 'water']
land and water conservation,['land' 'water']
land and water management,['land' 'manag' 'water']
land and water protection and management,['land' 'manag' 'protect' 'water']
land and water resources,['land' 'resourc' 'water']
land and water use,['land' 'use' 'water']
land and water use patterns,['land' 'pattern' 'use' 'water']
land area,['area' 'land']
land area designation,['area' 'design' 'land']
land area expansion,['area' 'land']
land atmosphere interactions,['atmospher' 'interact' 'land']
land atmospheric feedbacks,['atmospher' 'feedback' 'land']
land based climate change mitigation,['base' 'climat' 'land']
land based ecosystems,['base' 'ecosystem' 'land']
land based measures,['base' 'land' 'measur']
land based sectors,['base' 'land' 'sector']
land capability,['capabl' 'land']
land capability classes,['capabl' 'class' 'land']
land capability system,['capabl' 'land']
land carbon cycle,['carbon' 'land']
land change,['land']
land change modeling,['land' 'model']
land change modelling,['land' 'model']
land changes,['land']
land clearing,['clear' 'land']
land condition,['condit' 'land']
land conservation,['land']
land consolidation,['consolid' 'land']
land conversion dynamics,['land']
land cover,['cover' 'land']
land cover area projections,['area' 'cover' 'land' 'project']
land cover change,['cover' 'land']
land cover changes,['cover' 'land']
land cover conversion,['cover' 'land']
land cover degradation,['cover' 'land']
land cover projections,['cover' 'land' 'project']
land cover scenarios,['cover' 'land' 'scenario']
land degradation,['land']
land demands,['demand' 'land']
land designations,['design' 'land']
land development,['develop' 'land']
land dispossession,['dispossess' 'land']
land drainage,['drainag' 'land']
land energy water,['land' 'water']
land erosion,['eros' 'land']
land expansion,['land']
land freight,['freight' 'land']
land grant researchers,['grant' 'land' 'research']
land ice scenarios,['ice' 'land' 'scenario']
land intensification,['intensif' 'land']
land inundation,['land']
land management,['land' 'manag']
land management agreements,['agreement' 'land' 'manag']
land management governance,['govern' 'land' 'manag']
land management options,['land' 'manag' 'option']
land management practices,['land' 'manag' 'practic']
land management stakeholders,['land' 'manag' 'stakehold']
land manager decision making,['decis' 'land' 'make' 'manag']
land nexus,['land' 'nexus']
land ownership,['land' 'ownership']
land prices,['land' 'price']
land productivity,['land' 'product']
land professionals,['land' 'profession']
land protection,['land' 'protect']
land quality degradation,['land']
land reallocation,['land' 'realloc']
land resources,['land' 'resourc']
land scarcity,['land']
land sea interface management,['interfac' 'land' 'manag' 'sea']
land sector,['land' 'sector']
land size,['land' 'size']
land skills,['land' 'skill']
land subdivision,['land' 'subdivis']
land subsidence,['land' 'subsid']
land suitability,['land' 'suitabl']
land suitability analysis,['land' 'suitabl']
land supply,['land' 'suppli']
land surface,['land']
land surface characteristics,['land']
land surface hydrology,['land']
land surface model,['land' 'model']
land surface modeling,['land' 'model']
land surface models,['land' 'model']
land surface temperature,['land']
land system models,['land' 'model']
land system outcomes,['land']
land system science community,['communiti' 'land' 'scienc']
land systems,['land' 'system']
land tenure,['land']
land transformation,['land' 'transform']
land transitions,['land' 'transit']
land usage,['land']
land use,['land' 'use']
land use activities,['activ' 'land' 'use']
land use and inundation maps,['land' 'map' 'use']
land use and land cover change,['cover' 'land' 'use']
land use and land cover changes,['cover' 'land' 'use']
land use and land cover changes lulcc,['cover' 'land' 'use']
land use based urban growth model,['base' 'growth' 'land' 'model' 'urban' 'use']
land use categories,['land' 'use']
land use change,['land' 'use']
land use change adoption behaviour,['adopt' 'behaviour' 'land' 'use']
land use change emissions,['land' 'use']
land use change model,['land' 'model' 'use']
land use change projections,['land' 'project' 'use']
